v1
v0.8.2
---------------------SYSTEM INFO---------------------
os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 3 (sniper),Intel Core i5-10600K CPU @ 4.10GHz,AMD Radeon RX 9070 XT (RADV GFX1201),32148228,7.0.1-cachyos,,performance
--------------------FRAME METRICS--------------------
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
100.437,9.9565,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,319471346
99.5527,10.0449,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,329517443
100.473,9.95294,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,339470100
99.6768,10.0324,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,349505146
99.9973,10.0003,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,359505778
99.8582,10.0142,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,369520486
100.487,9.95152,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,379472108
99.5393,10.0463,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,389519621
100.417,9.95845,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,399478579
99.5951,10.0407,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,409520451
100.182,9.98186,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,419503156
99.5793,10.0422,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,429546340
99.8949,10.0105,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,439559306
100.317,9.96841,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,449527757
99.7705,10.023,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,459553204
100.271,9.97293,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,469526255
100.573,9.94303,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,479468959
99.6278,10.0374,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,489507618
100.285,9.97159,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,499479661
99.5726,10.0429,19.8991,0,0,70,0,350,0,0,0,9.61514,2.96913,0,4600,509525330
99.7595,10.0241,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,519550378
100.395,9.96069,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,529510486
100.165,9.9835,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,539494464
99.7288,10.0272,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,549523217
100.168,9.98322,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,559507542
99.8103,10.019,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,569526696
100.445,9.95566,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,579482793
99.7183,10.0283,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,589511534
100.178,9.98221,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,599494832
99.7118,10.0289,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,609524469
100.219,9.97812,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,619503306
99.853,10.0147,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,629518366
100.298,9.97028,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,639488981
99.6387,10.0363,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,649526496
100.288,9.97125,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,659497955
99.8246,10.0176,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,669516048
100.308,9.96932,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,679486113
99.6107,10.0391,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,689526126
99.8969,10.0103,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,699537930
99.9278,10.0072,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,709545146
100.385,9.96162,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,719507858
99.7677,10.0233,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,729531995
100.313,9.9688,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,739501804
99.8187,10.0182,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,749520386
100.02,9.99798,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,759520061
99.971,10.0029,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,769522700
100.017,9.99828,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,779522390
100.074,9.99265,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,789515765
99.8271,10.0173,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,799533728
100.088,9.99119,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,809525655
100.23,9.97704,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,819503236
99.8136,10.0187,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,829522816
100.203,9.97977,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,839503101
99.7191,10.0282,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,849531928
100.155,9.98457,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,859518230
99.8686,10.0132,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,869531716
100.283,9.97177,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,879504243
99.711,10.029,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,889533799
99.9451,10.0055,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,899540743
100.154,9.98461,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,909525601
100.092,9.99084,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,919517657
99.8614,10.0139,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,929531765
100.215,9.97854,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,939510879
99.829,10.0171,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,949529275
100.006,9.9994,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,959529028
99.9017,10.0098,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,969540287
100.331,9.96699,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,979507848
99.7651,10.0235,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,989532535
99.8909,10.0109,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,999544775
100.081,9.9919,19.0476,0,0,70,0,350,0,0,0,9.72569,2.96913,0,4600,1009539088
100.299,9.97017,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1019507627
99.6611,10.034,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1029543131
100.275,9.97262,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1039516931
99.7765,10.0224,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1049539997
100.294,9.97064,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1059511595
99.833,10.0167,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1069529438
100.237,9.97638,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1079506818
99.7071,10.0294,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1089537173
100.066,9.99344,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1099532095
99.7538,10.0247,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1109557213
100.513,9.94901,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1119506621
99.624,10.0377,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1129544952
100.268,9.97328,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1139518890
99.4673,10.0536,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1149573728
100.542,9.94613,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1159520839
99.8188,10.0182,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1169539607
100.376,9.96253,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1179502144
99.6946,10.0306,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1189533606
100.033,9.99671,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1199534389
99.9146,10.0085,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1209540932
100.128,9.98721,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1219529032
99.9095,10.0091,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1229538997
100.263,9.97372,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1239513242
99.699,10.0302,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1249545072
100.225,9.97751,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1259523472
99.9442,10.0056,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1269529287
100.216,9.97845,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1279508410
99.6566,10.0345,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1289544174
100.177,9.98232,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1299527517
99.8799,10.012,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1309540178
100.274,9.97265,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1319513533
99.6907,10.031,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1329545319
100.358,9.96437,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1339510396
99.7825,10.0218,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1349533249
100.017,9.99825,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1359532196
99.8834,10.0117,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1369544476
100.234,9.9767,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1379521760
99.8889,10.0111,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1389533549
99.988,10.0012,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1399535700
99.9295,10.0071,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1409543404
100.299,9.97015,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1419514290
99.6885,10.0312,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1429546267
100.275,9.97256,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1439519626
99.7507,10.025,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1449545431
100.152,9.98479,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1459531636
99.9257,10.0074,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1469539580
100.234,9.97669,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1479516722
99.7381,10.0263,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1489543731
100.257,9.97439,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1499518732
99.7015,10.0299,20,0,0,72,0,350,0,0,0,9.78786,2.96913,0,4599,1509551127
100.331,9.96697,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1519516664
99.6506,10.0351,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1529552879
100.307,9.96942,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1539522499
99.8119,10.0189,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1549542450
99.9036,10.0096,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1559554227
100.074,9.99259,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1569547215
100.313,9.96879,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1579516328
99.6798,10.0321,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1589549411
100.193,9.98069,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1599531239
99.8208,10.018,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1609550122
99.76,10.0241,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1619575788
100.151,9.98493,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1629561404
99.2359,10.077,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1639641015
100.745,9.92608,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1649566608
100.073,9.99273,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1659560346
100.039,9.99609,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1669557663
99.9617,10.0038,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1679562690
100.189,9.98118,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1689544527
99.7818,10.0219,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1699567449
100.2,9.98007,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1709547793
99.81,10.019,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1719567739
100.229,9.97715,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1729545801
99.8029,10.0198,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1739566524
100.372,9.9629,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1749529675
99.6769,10.0324,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1759563289
100.165,9.98354,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1769547511
99.5426,10.046,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1779595369
100.531,9.9472,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1789542691
99.8406,10.016,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1799560074
100.043,9.99571,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1809556271
99.7712,10.0229,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1819581952
100.022,9.99782,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1829579334
100.096,9.9904,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1839571071
100.157,9.98433,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1849555862
99.9289,10.0071,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1859563742
100.233,9.97675,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1869541339
99.9846,10.0015,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1879544050
99.9091,10.0091,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1889553586
100.099,9.99014,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1899545023
99.9992,10.0001,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1909545338
100.193,9.98072,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1919526421
100.01,9.99902,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1929526275
100.053,9.99469,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1939521914
99.7088,10.0292,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1949552546
99.692,10.0309,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1959585210
100.309,9.96923,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1969554670
99.9454,10.0055,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1979561748
100.004,9.99964,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1989561789
100.04,9.99603,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,1999559101
99.9812,10.0019,19.5326,0,0,72,0,350,0,0,0,9.81395,2.96913,0,4600,2009563840
100.064,9.99358,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2019556022
99.9818,10.0018,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2029558889
99.9928,10.0007,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2039560574
100.059,9.99411,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2049555179
99.9574,10.0043,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2059560183
100.078,9.9922,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2069553169
99.9299,10.007,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2079561017
100.049,9.99506,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2089556750
99.9943,10.0006,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2099558695
99.9776,10.0022,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2109561516
100.032,9.99685,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2119558898
99.9719,10.0028,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2129562543
100.04,9.99605,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2139559616
99.6349,10.0366,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2149597302
100.4,9.96017,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2159558083
100.024,9.99761,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2169556366
99.8757,10.0124,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2179569709
100.083,9.99171,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2189562696
99.9537,10.0046,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2199567872
100.085,9.99153,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2209560089
100.035,9.99647,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2219557136
99.981,10.0019,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2229560054
99.9386,10.0061,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2239566672
99.9238,10.0076,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2249575350
100.102,9.98983,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2259565528
100.032,9.9968,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2269563760
100.056,9.99437,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2279559210
99.9566,10.0043,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2289563881
99.9931,10.0007,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2299565464
99.9987,10.0001,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2309566564
99.9823,10.0018,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2319569575
100.048,9.99516,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2329565242
100.009,9.9991,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2339565264
99.9876,10.0012,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2349567160
100.053,9.99471,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2359562795
99.9237,10.0076,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2369571331
99.9899,10.001,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2379573483
100.1,9.99001,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2389564243
99.9491,10.0051,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2399570489
100.061,9.99386,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2409564818
99.9666,10.0033,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2419569287
99.9324,10.0068,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2429576399
99.9939,10.0006,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2439577884
99.9847,10.0015,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2449580422
100.089,9.99107,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2459572298
100.084,9.99165,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2469564660
99.8822,10.0118,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2479577722
100.123,9.98768,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2489566479
99.8927,10.0107,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2499578608
100.095,9.99052,25.4181,0,0,72,0,350,0,0,0,9.80674,2.96912,0,4600,2509571953
99.8643,10.0136,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2519584859
100.077,9.99235,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2529577495
100.071,9.99286,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2539571452
100.053,9.99471,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2549566404
99.9684,10.0032,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2559570732
100.079,9.9921,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2569563658
100.098,9.99025,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2579554519
99.9339,10.0066,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2589562305
99.9747,10.0025,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2599565211
100.095,9.9905,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2609556394
99.9114,10.0089,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2619565900
99.977,10.0023,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2629569260
99.9612,10.0039,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2639574065
99.8318,10.0168,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2649592088
100.223,9.97774,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2659570065
100.167,9.98331,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2669554006
99.8645,10.0136,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2679568388
99.925,10.0075,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2689576536
99.9544,10.0046,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2699582261
100.153,9.98474,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2709567677
100.011,9.99894,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2719567664
99.996,10.0004,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2729569189
100.359,9.96425,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2739533300
99.7091,10.0292,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2749563597
100.136,9.98641,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2759550285
99.7941,10.0206,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2769572217
100.036,9.9964,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2779569662
100.046,9.99545,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2789565676
99.8856,10.0115,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2799578640
100.059,9.99413,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2809573113
100.231,9.97697,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2819550296
99.7087,10.0292,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2829581092
100.022,9.99782,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2839579995
100.005,9.99949,25.8765,0,0,74,0,350,0,0,0,9.85235,2.96912,0,4599,2849580328
